"topic_model_prompt_ids","topic_model","prompt_id","datasets","example_text_in_prompt","report"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight boston to san francisco friday night economy vs business class fare difference"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flights from new york city nyc on tuesday wednesday with united airlines versus jetblue carriers comparison"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","departure chicago saturday morning and return thursday afternoon preferred airline options for long haul travel"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","midweek round trip: philadelphia -> boston - late monday, back friday evening using american carrier deals"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight pittsburgh to atlanta early sunday flights direct or with one stop analysis comparison of fare prices between delta airlines and alaska air on saturday night from detroit"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","best time for a round trip: chicago mid-afternoon tuesday departure - late thursday evening return using american carrier options"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight boston to san francisco friday morning direct vs connecting flights with airline preferences comparison of fare prices between delta airlines and alaska air on saturday night from detroit"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight pittsburgh to atlanta early sunday morning direct or with one stop analysis comparison of fare prices between delta airlines and alaska air on saturday night from detroit"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight pittsburgh to atlanta early sunday morning direct or with one stop analysis comparison of fare"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight chicago san francisco late saturday evening delta"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight new york to washington dc early sunday morning american airline"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","ferry from baltimore maryland mid-afternoon direct flights boston columbia airlines cost comparison nyc charlotte atlanta tuesday night round trip fare cheap economy class tickets los angeles houston friday pm last minute deals frequent flyer miles best offers buy"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight san francisco to las vegas late sunday evening jetblue airline chicago morning departure same day arrival in denver"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight philly philadelphia early monday flyout flights new york midweek direct connections washington dc saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight detroit to miami late friday evening delta airlines fare comparison chicago morning departure same day arrival in los angeles"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight houston phoenix early sunday afternoon air travel tips best times for flights boston midweek direct connections san francisco saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight new york to las vegas late friday evening jetblue airline chicago morning departure same day arrival in denver"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight philadelphia philly early monday flyout flights boston midweek direct connections washington dc saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight san francisco to las vegas late friday evening delta airlines fare comparison chicago morning departure same day arrival in denver"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight new york city manhattan early sunday afternoon flights boston midweek direct connections washington dc saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight houston phoenix middle of the week early sunday afternoon flights boston midweek direct connections washington dc saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight philadelphia philly middle of the week early monday flights boston midweek direct connections washington dc saturday night round trip with layovers nyc charlotte atlanta tuesday pm economy vs business class cost analysis"
"1-LDA","LDA","1","atis","flight houston milwaukee friday evening american airline","flight new york city manhattan early"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago st louis like october thirteenth airline flight philly boston saturday morning early departure similar to new york direct flights friday evening arrival time info please"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","morning bus ticket from san francisco detroit cost comparison with airlines fare details for spring break travel next week preferred airline options available check-in times required"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap economy class seat availability chicago o'hare international flight december third like philadelphia route same day departure and return tickets boston to new york direct flights on wednesday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight from los angeles san francisco october fifth evening similar experience flying out of washington dc with delta airlines best seats for families looking forward next friday's travel plans"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","airline schedule chicago o'hare international airport saturday night arrival in baltimore same day departure details preferred seating options and meal preferences available flight times comparison boston to new york direct flights"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct route from houston san francisco october sixth evening return tickets information needed for similar routes like detroit wednesday morning early bird specials availability"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago o'hare international saturday night arrival in washington dc same day departure info preferred airlines and seat class details, meal preferences available fare comparison with competitors flight times"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","same-day round trip from boston to san francisco october sixth evening direct flights similar routes like detroit wednesday morning prices best airline deals for family tickets required"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct route chicago o'hare international saturday night arrival in washington dc same day departure info preferred airlines and seat class details, meal preferences available fare comparison with competitors flight times"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight from boston to san francisco october sixth evening direct flights similar routes like detroit wednesday morning prices best airline deals for family tickets required"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago boston arrive monday like cheap airlines like flight new york nyc to san francisco morning early october first saturday fly out of st louis cost way too much for me, prefer direct flights from atlanta instead"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arrive in denver on friday afternoon and leave same day heading back home with detour through kansas city i want a smooth journey like chicago o'hare flight like to book an overnight stay between boston nashville or maybe st louis before reaching nyc saturday morning departure preferred, direct flights only please"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arrive in washington dc on tuesday and fly out same day heading towards florida with stopover at charlotte city i prefer nonstop airlines like atlantic coast express for convenience like to travel from chicago midwest directly flying back home sunday evening without any layovers or detours appreciated flight cost comparison between delta airways, united flights"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","i want a morning departure on wednesday and arrive in boston by late afternoon if possible similar experience as direct nyc san francisco connection preferred for the same day like to fly from philadelphia philly directly into chicago o'hare with an evening arrival back home sunday night like last time i had no delays or cancellations"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking forward a weekend trip saturday morning leaving washington dc and arriving in boston, then heading towards new york nyc on tuesday preferred nonstop flights for this journey like to book flight from st louis direct route into chicago o'hare without any layovers as much prefer smooth travel experience similar last time i had no issues"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arrive friday evening after flying out of san francisco and arriving in boston then continue towards new york nyc on saturday morning, looking for nonstop flights with airlines like delta or united like to fly from chicago o'hare directly into washington dc without any detours as much prefer direct flight experience similar last time i had no issues"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","i would appreciate a smooth journey leaving san francisco and arriving in boston by friday evening then continuing towards nyc saturday morning, looking for nonstop flights with airlines like delta or united like to fly from chicago o'hare directly into washington dc without any detours as much prefer direct flight experience similar last time i had no issues"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking forward a weekend trip on tuesday leaving san francisco and arriving in boston then continuing towards nyc saturday morning, looking for nonstop flights with airlines like delta or united like to fly from chicago o'hare directly into washington dc without any detours as much prefer direct flight experience similar last time i"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago to boston tomorrow morning"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight san francisco back east friday like washington d.c departure time 3pm fly delta from new york jfk arrive early saturday night"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early bird special: flights direct nyc-baltimore wednesday afternoon, return thursday evening with united airlines fare comparison tips for chicago to boston weekend trips"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight options available today round trip san francisco -birmingham atlanta via philadelphia midweek schedule check airline reviews before booking"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arrive early saturday morning from denver fly direct flights wednesday departure times, washington d.c preferred destination list airlines with nonstop service chicago to boston weekend plans"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","morning flight out of st louis friday like charlotte return monday night connecting via new york city best deals for round trips san francisco-baltimore atlanta"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","book now: last-minute flights from pittsburgh detroit wednesday morning, washington d.c destination chicago on sunday afternoon direct routes with low fares and frequent flyer benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct flight options today boston to las vegas saturday like tennessee arrival friday night airlines offering best prices for round trips san francisco-baltimore atlanta"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early bird flights from philadelphia-pittsburgh wednesday morning, washington d.c destination chicago on sunday afternoon direct routes with low fares and frequent flyer benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight options available today one way or return trip new york -boston friday like petersburg saturday arrival airlines offering best prices for round trips san francisco-baltimore atlanta"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct flights from st louis to birmingham wednesday morning, washington d.c destination chicago on sunday afternoon direct routes with low fares and frequent flyer benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early flight out of detroit new york friday like charlotte return monday night connecting via philadelphia airlines offering best prices for round trips san francisco-baltimore atlanta"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct flights from pittsburgh to washington d.c wednesday morning, chicago arrival saturday afternoon direct routes with low fares and frequent flyer benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight options available today one way or better deals boston-miami friday like charlotte sunday night airlines offering best prices for round trips san francisco-baltimore atlanta"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early bird flights from philadelphia-pittsburgh wednesday morning, chicago arrival saturday afternoon direct routes with low fares and frequent flyer benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight options available today one way or return trip new york -boston friday like"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","Flight from Boston to Chicago, departing on August 20th 2.X: Looking for a flight like the one going Washington-Boston with departure around September tenth. 3.: I want information about flights similar in style and timing as that of Denver-Chicago morning. 4.x Like my recent experience flying Dallas-Miami; can you find me something along those lines?"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","x I'm interested to know if there's a flight like the one from Washington-Boston, leaving on August twentieth. 6.: Are there any cheap flights available similar in fare and route as Flight Denver-Chicago? 7: Looking for information about my last trip which was Boston-New York; can you find something comparable?"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","x I'd love it If you have information on flights like Denver-Boston with a stop in Chicago. 17: Can we get details about the airlines that fly between Pittsburgh and Dallas? 18.x Is there any flight similar flying route as Washington-Chicago? I would appreciate if someone could help me find one. 19.: I'm looking for some cheap fares to travel from Boston-New York, can anyone suggest?"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","x Are you able tell what are all possible flights like Denver-Boston with a stop in Chicago? 21: Can we get information on the airlines that fly between Pittsburgh and Dallas? 22.x Is there any flight similar flying route as Washington-Chicago I would appreciate if someone could help me find one. 23.: I'm looking for some cheap fares to travel from Boston-New York, can anyone suggest?"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","x Are you able tell what are all possible flights like Denver-Boston with a stop in Chicago? 25: Can we get information on"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","like flight boston new york leave chicago arrive friday evening looking for a good deal on flights from st louis to miami like fort worth airlines cost comparison between delta and united airways"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early morning departure, want advice about flying kansas city back san francisco with the airline that flies directly without stopovers similar experience as flight boston los angeles fly chicago new york friday night flight tips for a smooth journey from atlanta to houston like fort worth airlines comparison between delta and american airways"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","need help choosing flights, prefer nonstop options or minimum layover times; looking at connecting routes san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight schedules for round trip from st louis to miami like fort worth airlines preferred carriers delta vs united airways cost comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","interested flights departing early morning, any suggestions on nonstop options or the best layover times; looking at connecting routes san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight recommendations for round trip from st louis to miami like fort worth airlines preferred carriers delta vs united airways cost comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking into flights, any suggestions on nonstop options or the best layover times; comparing san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight advice for round trip from st louis to miami like fort worth airlines preferred carriers delta vs united airways cost comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","interested flights departing early morning, any suggestions on nonstop options or the best layover times; comparing san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight advice for round trip from st louis to miami like fort worth airlines preferred carriers delta vs united airways cost comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","considering flights, any recommendations on nonstop options or best layover times; comparing san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight advice for round trip from st louis to miami like fort worth airlines preferred carriers delta vs united airways cost comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","need assistance choosing flights, prefer nonstop options or minimum layover times; looking at connecting routes san francisco nyc direct versus with stop in detroit similar experience as flight boston new york chicago friday night flight advice for round trip from st louis to miami like fort worth airlines"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago boston morning like saturday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fly detroit new york evening similar to cheap airlines way flights from philadelphia direct. 3: airline route san francisco st louis cost comparison with delta and united ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","travel agency best deals for round trip nyc atlanta october 15th 5.: departure times flight washington dc boston morning same as chicago"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","compare fares between flycheap.com/baltimore/fl flights to new york direct airlines. 7: booking advice cheap tickets from st louis detroit with low cost carriers like airways ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","airline schedule for round trip atlanta nyc april 10th similar routes and prices 9.: travel tips best deals flight chicago boston saturday evening"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","compare airfare between flycheap.com/baltimore/fl flights to washington direct airlines. 12: affordable tickets from san francisco st louis october like cheap carriers way ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","booking advice for round trip detroit nyc april 20th similar routes and prices 14.: airline schedule flight chicago boston saturday evening"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","travel agency best deals london paris september with low cost carrier flycheap.com/baltimore/fl. 17: departure times flights from washington dc to new york direct airlines ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fare comparison between cheap tickets detroit st louis october like way fares . 19 : booking advice for round trip chicago nyc april similar routes and prices 20.: airline schedule flight boston san francisco saturday evening"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","travel agency best deals london paris september with low cost carrier flycheap.com/baltimore/fl. 23: departure times flights from washington dc to new york direct airlines ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fare comparison between cheap tickets detroit st louis october like way fares . 25 : booking advice for round trip chicago nyc april similar routes and prices"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","airline schedule flight boston san francisco saturday evening 28.: travel agency best deals london paris september with low cost carrier flycheap.com/baltimore/fl. 29: departure times flights from washington dc to new york direct airlines ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fare comparison between cheap tickets detroit st louis october like way fares . 31 : booking advice for round trip chicago nyc april similar routes and prices"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","airline schedule flight boston san francisco saturday evening 34.: travel agency best deals london paris september with low cost carrier flycheap.com/baltimore/fl. 35: departure times flights from washington dc to new york direct airlines ."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fare comparison between cheap tickets detroit st louis october like way fares . 37 : booking advice"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight boston to new york jfk early friday like flight chicago midtown"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","like st louis morning flights cheap fly from san francisco l.a. back saturday noon airlines cost round trip dallas austin united airline schedule thursday night departure fort worth direct nyc arrival sunday evening ticket availability pittsburgh paam fwy charlotte to miami last minute deals same day tickets boston washington dc early friday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early morning flight chicago o'hare late afternoon flights from san francisco l.a. back saturday noon airlines cost round trip new york jfk atlantic city direct nyc arrival sunday evening ticket availability cheap fare london like fwd midwest route to kansas st petersburg same day tickets boston washington dc early friday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","like flight chicago o'hare late afternoon flights from san francisco l.a. back saturday noon airlines cost round trip new york jfk atlantic city direct nyc arrival sunday evening ticket availability cheap fare london like fwd midwest route to kansas st petersburg same day tickets boston washington dc early friday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight chicago o'hare late afternoon flights from san francisco l.a. back saturday noon airlines cost round trip new york jfk atlantic city direct nyc arrival sunday evening ticket availability cheap fare london like fwd midwest route to kansas st petersburg same day tickets boston washington dc early friday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap flight chicago o'hare late afternoon flights from san francisco l.a. back saturday noon airlines cost round trip new york jfk"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight boston new york like chicago morning"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","fly flight st louis to milwaukee early friday pm leave san francisco arrive denver saturday evening list cheap airlines cost fly from atlanta united dallas late sunday night arrival fort washington thursday time charlotte departure florida monday afternoon return nyc november second day of week direct flights cheap fare way round trip boston chicago like pittsburgh"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early morning flight st louis to milwaukee friday pm leave san francisco arrive denver saturday evening list airline cost from atlanta united dallas late sunday night arrival fort washington thursday time charlotte departure florida monday afternoon return nyc november second day of week direct flights cheap fare way round trip boston chicago like pittsburgh"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight st louis milwaukee morning friday pm leave san francisco arrive denver saturday evening list airline cost from atlanta united dallas late sunday night arrival fort washington thursday time charlotte departure florida monday afternoon return nyc november second day of week direct flights cheap fare way round trip boston chicago like pittsburgh"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight st louis milwaukee friday morning pm leave san francisco arrive denver saturday evening list airline cost from atlanta united dallas late sunday night arrival fort washington thursday time charlotte departure florida monday afternoon return nyc november second day of week direct flights cheap fare way round trip boston chicago like pittsburgh"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight st louis milwaukee friday morning pm leave san francisco arrive denver saturday evening list airline cost from atlanta united dallas late sunday night arrival fort washington thursday time charlotte departure florida Monday afternoon return nyc November second day of week direct flights cheap fare way round trip boston chicago like pittsburgh"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight st louis milwaukee friday morning pm leave san francisco arrive denver saturday evening list airline cost from atlanta united d"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking into cheap fares between atlanta and san francisco this weekend with companies such as alaska air fly direct routes often have good deals available."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","interested airline with a stopover chicago and arriving friday night san francisco tickets availability please provide direct or connecting routes."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","book flight chicago o'hare departing friday afternoon and arriving san francisco next day with a focus airline services like jetblue or delta offering competitive pricing."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight departing friday evening chicago o'hare and arriving san francisco sunday with nonstop options airline companies like delta or jetblue providing competitive fares."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking into affordable direct routes on wednesday morning leaving chicago and arriving san francisco sunday evening with a focus airline services like jetblue or delta offering competitive fares."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight departing tuesday afternoon charlotte heading towards miami direct routes available on carriers with comfort levels akin those offered by united or delta for a competitive price."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","book an affordable round trip out of atlanta arriving monday morning back home with nonstop services provided by carriers like alaska air or jetblue."
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago to boston saturday morning like flight san francisco nyc"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","book evening plane from st louis detroit arrive early in washington dc sunday night flyout pittsburgh lairton airport cost comparison airlines cheap direct flights wichita kansas city new york times best price round trip travel guide april 2023 budget options tips for avoiding layovers midwest flight schedule summer routes airline promotions"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap fare from san diego to boston friday evening like chicago o'hare late night economy class experience frequent flyer miles booking strategies east coast flights during holiday season comparison airlines top picks reviews on best deals direct vs connecting city guides travel hacks spring break itinerary ideas budget-friendly hotels near airports for students and families traveling with pets"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight atlanta hub washington dc arrive early sunday morning like flight chicago midwest to new york times fare review compare prices from boston south dakota detroit cheap flights round trip tips on saving money while flying during peak season travel advice best airlines deals winter holiday packages direct routes east coast city guides airport lounge access benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct route airline pittsburgh washington dc arrive early sunday morning like flight chicago midwest to new york times fare review compare prices from boston south dakota detroit cheap flights round trip tips on saving money while flying during peak season travel advice best airlines deals winter holiday packages direct routes east coast city guides airport lounge access benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early afternoon economy class plane leaving san francisco arrive in washington dc like flight chicago midwest to new york times fare review compare prices from boston south dakota detroit cheap flights round trip tips on saving money while flying during peak season travel advice best airlines deals winter holiday packages direct routes east coast city guides airport lounge access benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap airfare friday night pittsburgh wright state arrive early sunday morning like flight chicago midwest to new york times fare review compare prices from boston south dakota detroit cheap flights round trip tips on saving money while flying during peak season travel advice best airlines deals winter holiday packages direct routes east coast city guides airport lounge access benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight saturday night pittsburgh wright state arrive early sunday morning like flight chicago midwest to new york times fare review compare prices from boston south dakota detroit cheap flights round trip tips on saving money while flying during peak season travel advice best airlines deals winter holiday packages direct routes east coast city guides airport lounge access benefits"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap airfare friday night pittsburgh wright state arrive early sunday morning like flight chicago midwest to new york times fare review"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight boston new york arrive saturday morning like chicago"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight boston to san francisco early friday like airlines new york"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","morning flight chicago st louis cost fly washington dc late november list"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early morning flights from detroit cheap with airline atlanta nyc arrive in philadelphia on wednesday direct options available"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap fare london city round trip october 15th boston to seattle departure december third like airlines new york"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct pm train flight chicago st louis san francisco saturday afternoon similar fares"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","affordable flights from miami cheap with airline atlanta nyc friday arrive in washington dc on tuesday options available"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early morning direct connection fort worth dallas october first sunday same day arrival"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap fare boston to new york city like airlines philadelphia wednesday departure november second return saturday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago st louis early september similar fares round trip flights"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","affordable flight san francisco late april friday arrive in atlanta thursday morning direct options available"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct connection fort worth dallas october first sunday same day arrival cheap fare boston to new york city like airlines philadelphia wednesday departure november second return saturday"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap night train chicago st louis december fifth early september similar fares round trip flights"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","like flight boston to chicago on wednesday afternoon other topics: booking a night train from new york city central park station like nyc cab ride cost flights san francisco bay bridge pacific north coast st liner ticket price best direct route london paris cheap airlines travel package for europe spring break 2024 tickets"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","enjoying the flight experience similar to delta between chicago and boston on friday evening other topics: first class upgrade benefits business lounge access at lufthansa frequent flyer miles comparison airfares from new york city los angeles next day flights affordable hotel deals in paris during summer season budget backpackers traveling europe train schedules intercity bus fares"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","planning a trip similar to alaska airlines between detroit and boston for the weekend other topics: direct flight options nyc washington dc roundtrip airfare cheapest airline tickets usa travel tips best time of year visit new york city flights from los angeles san francisco airport economy vs premium class comparison european train routes with stops cost"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","looking forward a trip like delta flying between chicago to atlanta saturday morning similar experience other topics: affordable last minute flight deals direct route london tokyo airfare cheapest airline for europe spring break 2024 travel itinerary cheap hotels near boston summer vacation ideas in san francisco flights from los angeles new york city airports comparison"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","booked a journey akin airlines connecting kansas to chicago like midwest express tickets best routes and prices other topics: economy vs business class airfares direct flight options for europe spring break 2024 cheapest airline fares usa travel tips train schedules between major european cities cost of living in boston during summer vacation ideas"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arranging a trip similar airlines route from detroit to chicago like delta saturday afternoon experience flights cheap tickets london paris best routes and prices other topics: budget backpackers traveling asia europe flight options direct vs connecting cheapest airline for spring break 2024 train schedules between major european cities comparison airfare roundtrip nyc washington dc"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","enjoying a journey similar airlines route from detroit to chicago like delta saturday afternoon experience flights cheap tickets london paris best routes and prices other topics: affordable last minute travel deals europe car rental options direct flight cost for spring break 2024 train schedules between major european cities comparison airfare roundtrip nyc washington dc"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","arranging an itinerary akin airline service connecting kansas city to chicago like delta saturday afternoon experience flights cheap tickets london paris best routes and prices other topics: budget backpackers traveling asia europe travel tips cheapest direct flight options for spring break 2024 train schedules between major european"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","flight chicago boston tomorrow morning cheap flight new york to washington dc early saturday like usa airlines cost cheap flights from st louis detroit on tuesday noon direct routes nyc philadelphia wednesday evening economy class tickets cheapest available"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","direct route: atlanta san francisco monday night same day arrival preferred travel agency for best deals chicago boston afternoon departure next friday flight philly to washington dc like flight out of pittsburgh late morning sunday return saturday pm airlines with frequent flyer program direct flights from detroit usa nonstop options wednesday evening"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","early bird special: cheap ticket new york city atlanta on tuesday night same day arrival best deals chicago boston afternoon departure friday early next week flight san francisco to washington dc like flight out of pittsburgh late morning sunday return saturday pm airlines with frequent flyer program direct flights from detroit usa nonstop options wednesday evening"
"3-LDA","LDA","3","atis","like flight washington boston leave august twentieth","cheap fare: new york city atlanta on tuesday night same day arrival preferred travel agency for best deals chicago boston afternoon departure friday early next week flight philly to washington dc like flight out of pittsburgh late morning sunday return saturday pm airlines with frequent flyer program direct flights from detroit usa nonstop options wednesday evening"
